x,y,vx,vy,paddle.y
1265,564.194636248423,15,-8.435077426623783,396
1280,555.7595588217991,15,-8.435077426623783,396
1295,547.3244813951753,15,-8.435077426623783,396
1310,538.8894039685515,15,-8.435077426623783,396
1325,530.4543265419277,15,-8.435077426623783,396
1325,530.4543265419277,-15,-8.435077426623783,396
1310,522.0192491153039,-15,-8.435077426623783,396
1295,513.58417168868,-15,-8.435077426623783,396
1280,505.1490942620563,-15,-8.435077426623783,396
1265,496.7140168354325,-15,-8.435077426623783,396
1250,488.27893940880875,-15,-8.435077426623783,396
1235,479.843861982185,-15,-8.435077426623783,396
1220,471.4087845555612,-15,-8.435077426623783,396
1205,462.97370712893746,-15,-8.435077426623783,396
1190,454.5386297023137,-15,-8.435077426623783,396
1175,446.10355227568994,-15,-8.435077426623783,396
1160,437.6684748490662,-15,-8.435077426623783,396
1145,429.2333974224424,-15,-8.435077426623783,396
1130,420.79831999581864,-15,-8.435077426623783,396
1115,412.3632425691949,-15,-8.435077426623783,396
1100,403.9281651425711,-15,-8.435077426623783,396
1085,395.49308771594735,-15,-8.435077426623783,396
1070,387.0580102893236,-15,-8.435077426623783,396
1055,378.6229328626998,-15,-8.435077426623783,396
1040,370.18785543607606,-15,-8.435077426623783,396
1025,361.7527780094523,-15,-8.435077426623783,396
1010,353.31770058282854,-15,-8.435077426623783,396
995,344.8826231562048,-15,-8.435077426623783,396
980,336.447545729581,-15,-8.435077426623783,396
965,328.01246830295725,-15,-8.435077426623783,396
950,319.5773908763335,-15,-8.435077426623783,396
935,311.1423134497097,-15,-8.435077426623783,396
920,302.70723602308595,-15,-8.435077426623783,396
905,294.2721585964622,-15,-8.435077426623783,396
890,285.8370811698384,-15,-8.435077426623783,396
875,277.40200374321466,-15,-8.435077426623783,396
860,268.9669263165909,-15,-8.435077426623783,396
845,260.53184888996714,-15,-8.435077426623783,396
830,252.09677146334334,-15,-8.435077426623783,396
815,243.66169403671955,-15,-8.435077426623783,396
800,235.22661661009576,-15,-8.435077426623783,396
785,226.79153918347197,-15,-8.435077426623783,396
770,218.35646175684818,-15,-8.435077426623783,396
755,209.92138433022438,-15,-8.435077426623783,396
740,201.4863069036006,-15,-8.435077426623783,396
725,193.0512294769768,-15,-8.435077426623783,396
710,184.616152050353,-15,-8.435077426623783,387
695,176.18107462372922,-15,-8.435077426623783,351
680,167.74599719710542,-15,-8.435077426623783,277
665,159.31091977048163,-15,-8.435077426623783,254
650,150.87584234385784,-15,-8.435077426623783,224
635,142.44076491723405,-15,-8.435077426623783,203
620,134.00568749061026,-15,-8.435077426623783,188
605,125.57061006398648,-15,-8.435077426623783,165
590,117.1355326373627,-15,-8.435077426623783,147
575,108.70045521073892,-15,-8.435077426623783,130
560,100.26537778411515,-15,-8.435077426623783,122
545,91.83030035749137,-15,-8.435077426623783,112
530,83.39522293086759,-15,-8.435077426623783,104
515,74.96014550424381,-15,-8.435077426623783,94
500,66.52506807762003,-15,-8.435077426623783,81
485,58.08999065099625,-15,-8.435077426623783,73
470,49.654913224372464,-15,-8.435077426623783,63
455,41.21983579774868,-15,-8.435077426623783,59
440,32.784758371124894,-15,-8.435077426623783,54
425,24.34968094450111,-15,-8.435077426623783,51
410,15.914603517877326,-15,-8.435077426623783,46
410,15.914603517877326,-15,8.435077426623783,44
395,24.34968094450111,-15,8.435077426623783,43
380,32.784758371124894,-15,8.435077426623783,41
365,41.21983579774868,-15,8.435077426623783,39
350,49.654913224372464,-15,8.435077426623783,37
335,58.08999065099625,-15,8.435077426623783,36
320,66.52506807762003,-15,8.435077426623783,33
305,74.96014550424381,-15,8.435077426623783,31
290,83.39522293086759,-15,8.435077426623783,28
275,91.83030035749137,-15,8.435077426623783,25
260,100.26537778411515,-15,8.435077426623783,22
245,108.70045521073892,-15,8.435077426623783,20
230,117.1355326373627,-15,8.435077426623783,19
215,125.57061006398648,-15,8.435077426623783,17
200,134.00568749061026,-15,8.435077426623783,16
185,142.44076491723405,-15,8.435077426623783,15
170,150.87584234385784,-15,8.435077426623783,15
155,159.31091977048163,-15,8.435077426623783,15
140,167.74599719710542,-15,8.435077426623783,22
125,176.18107462372922,-15,8.435077426623783,56
110,184.616152050353,-15,8.435077426623783,149
95,193.0512294769768,-15,8.435077426623783,227
80,201.4863069036006,-15,8.435077426623783,249
65,209.92138433022438,-15,8.435077426623783,272
50,218.35646175684818,-15,8.435077426623783,284
35,226.79153918347197,-15,8.435077426623783,290
20,235.22661661009576,-15,8.435077426623783,295
5,243.66169403671955,-15,8.435077426623783,297
-10,252.09677146334334,-15,8.435077426623783,301
80,577,-15,4,377
365,581,-15,4,384
350,585,-15,4,387
335,589,-15,4,390
320,593,-15,4,394
305,597,-15,4,398
290,601,-15,4,408
275,605,-15,4,416
260,609,-15,4,423
245,613,-15,4,429
230,617,-15,4,432
215,621,-15,4,440
200,625,-15,4,452
185,629,-15,4,467
170,633,-15,4,479
170,633,-15,-4,483
155,629,-15,-4,487
140,625,-15,-4,490
125,621,-15,-4,492
110,617,-15,-4,494
95,613,-15,-4,495
80,609,-15,-4,495
65,605,-15,-4,495
50,601,-15,-4,495
50,601,15,3.2450882342634717,495
65,604.2450882342634,15,3.2450882342634717,495
80,607.4901764685269,15,3.2450882342634717,495
95,610.7352647027903,15,3.2450882342634717,495
110,613.9803529370538,15,3.2450882342634717,495
125,617.2254411713172,15,3.2450882342634717,495
140,620.4705294055807,15,3.2450882342634717,495
155,623.7156176398441,15,3.2450882342634717,495
170,626.9607058741076,15,3.2450882342634717,495
185,630.205794108371,15,3.2450882342634717,495
200,633.4508823426345,15,3.2450882342634717,495
200,633.4508823426345,15,-3.2450882342634717,495
215,630.205794108371,15,-3.2450882342634717,495
230,626.9607058741076,15,-3.2450882342634717,495
245,623.7156176398441,15,-3.2450882342634717,495
260,620.4705294055807,15,-3.2450882342634717,495
275,617.2254411713172,15,-3.2450882342634717,495
290,613.9803529370538,15,-3.2450882342634717,495
305,610.7352647027903,15,-3.2450882342634717,495
320,607.4901764685269,15,-3.2450882342634717,495
335,604.2450882342634,15,-3.2450882342634717,495
350,601.0,15,-3.2450882342634717,495
365,597.7549117657366,15,-3.2450882342634717,495
380,594.5098235314731,15,-3.2450882342634717,495
395,591.2647352972097,15,-3.2450882342634717,495
410,588.0196470629462,15,-3.2450882342634717,495
425,584.7745588286828,15,-3.2450882342634717,495
440,581.5294705944193,15,-3.2450882342634717,495
455,578.2843823601559,15,-3.2450882342634717,495
470,575.0392941258924,15,-3.2450882342634717,495
485,571.794205891629,15,-3.2450882342634717,495
500,568.5491176573655,15,-3.2450882342634717,495
515,565.3040294231021,15,-3.2450882342634717,495
530,562.0589411888386,15,-3.2450882342634717,495
545,558.8138529545752,15,-3.2450882342634717,495
560,555.5687647203117,15,-3.2450882342634717,495
575,552.3236764860483,15,-3.2450882342634717,495
590,549.0785882517848,15,-3.2450882342634717,495
605,545.8335000175214,15,-3.2450882342634717,495
620,542.5884117832579,15,-3.2450882342634717,495
635,539.3433235489945,15,-3.2450882342634717,495
650,536.098235314731,15,-3.2450882342634717,495
665,532.8531470804676,15,-3.2450882342634717,495
680,529.6080588462041,15,-3.2450882342634717,495
695,526.3629706119407,15,-3.2450882342634717,488
710,523.1178823776772,15,-3.2450882342634717,467
725,519.8727941434138,15,-3.2450882342634717,452
740,516.6277059091503,15,-3.2450882342634717,434
755,513.3826176748869,15,-3.2450882342634717,390
770,510.13752944062344,15,-3.2450882342634717,370
785,506.89244120636,15,-3.2450882342634717,356
800,503.64735297209654,15,-3.2450882342634717,342
815,500.4022647378331,15,-3.2450882342634717,331
830,497.15717650356964,15,-3.2450882342634717,315
845,493.9120882693062,15,-3.2450882342634717,307
860,490.66700003504275,15,-3.2450882342634717,300
875,487.4219118007793,15,-3.2450882342634717,296
890,484.17682356651585,15,-3.2450882342634717,291
905,480.9317353322524,15,-3.2450882342634717,282
920,477.68664709798895,15,-3.2450882342634717,271
935,474.4415588637255,15,-3.2450882342634717,251
950,471.19647062946206,15,-3.2450882342634717,240
965,467.9513823951986,15,-3.2450882342634717,240
980,464.70629416093516,15,-3.2450882342634717,240
995,461.4612059266717,15,-3.2450882342634717,240
1010,458.21611769240826,15,-3.2450882342634717,240
1025,454.9710294581448,15,-3.2450882342634717,240
1040,451.72594122388136,15,-3.2450882342634717,240
1055,448.4808529896179,15,-3.2450882342634717,240
1070,445.23576475535447,15,-3.2450882342634717,240
1085,441.990676521091,15,-3.2450882342634717,240
1100,438.74558828682757,15,-3.2450882342634717,240
1115,435.5005000525641,15,-3.2450882342634717,240
1130,432.2554118183007,15,-3.2450882342634717,240
1145,429.0103235840372,15,-3.2450882342634717,240
1160,425.7652353497738,15,-3.2450882342634717,240
1175,422.5201471155103,15,-3.2450882342634717,240
1190,419.2750588812469,15,-3.2450882342634717,240
1205,416.02997064698343,15,-3.2450882342634717,240
1220,412.78488241272,15,-3.2450882342634717,240
1235,409.53979417845653,15,-3.2450882342634717,240
1250,406.2947059441931,15,-3.2450882342634717,240
1265,403.04961770992963,15,-3.2450882342634717,240
1280,399.8045294756662,15,-3.2450882342634717,240
1295,396.55944124140274,15,-3.2450882342634717,240
1310,393.3143530071393,15,-3.2450882342634717,240
1325,390.06926477287584,15,-3.2450882342634717,240
1325,390.06926477287584,-15,-3.2450882342634717,240
1310,386.8241765386124,-15,-3.2450882342634717,240
1295,383.57908830434894,-15,-3.2450882342634717,240
1280,380.3340000700855,-15,-3.2450882342634717,240
1265,377.08891183582205,-15,-3.2450882342634717,240
1250,373.8438236015586,-15,-3.2450882342634717,240
1235,370.59873536729515,-15,-3.2450882342634717,240
1220,367.3536471330317,-15,-3.2450882342634717,240
1205,364.10855889876825,-15,-3.2450882342634717,240
1190,360.8634706645048,-15,-3.2450882342634717,240
1175,357.61838243024135,-15,-3.2450882342634717,240
1160,354.3732941959779,-15,-3.2450882342634717,240
1145,351.12820596171446,-15,-3.2450882342634717,240
1130,347.883117727451,-15,-3.2450882342634717,240
1115,344.63802949318756,-15,-3.2450882342634717,240
1100,341.3929412589241,-15,-3.2450882342634717,240
1085,338.14785302466066,-15,-3.2450882342634717,240
1070,334.9027647903972,-15,-3.2450882342634717,240
1055,331.65767655613377,-15,-3.2450882342634717,240
1040,328.4125883218703,-15,-3.2450882342634717,240
1025,325.16750008760687,-15,-3.2450882342634717,240
1010,321.9224118533434,-15,-3.2450882342634717,240
995,318.67732361907997,-15,-3.2450882342634717,240
980,315.4322353848165,-15,-3.2450882342634717,240
965,312.1871471505531,-15,-3.2450882342634717,240
950,308.9420589162896,-15,-3.2450882342634717,240
935,305.6969706820262,-15,-3.2450882342634717,240
920,302.4518824477627,-15,-3.2450882342634717,240
905,299.2067942134993,-15,-3.2450882342634717,240
890,295.96170597923583,-15,-3.2450882342634717,240
875,292.7166177449724,-15,-3.2450882342634717,240
860,289.47152951070893,-15,-3.2450882342634717,240
845,286.2264412764455,-15,-3.2450882342634717,240
830,282.98135304218204,-15,-3.2450882342634717,240
815,279.7362648079186,-15,-3.2450882342634717,240
800,276.49117657365514,-15,-3.2450882342634717,240
785,273.2460883393917,-15,-3.2450882342634717,240
770,270.00100010512824,-15,-3.2450882342634717,237
755,266.7559118708648,-15,-3.2450882342634717,234
740,263.51082363660134,-15,-3.2450882342634717,233
725,260.2657354023379,-15,-3.2450882342634717,229
710,257.02064716807445,-15,-3.2450882342634717,227
695,253.77555893381097,-15,-3.2450882342634717,225
680,250.5304706995475,-15,-3.2450882342634717,223
665,247.28538246528402,-15,-3.2450882342634717,221
650,244.04029423102054,-15,-3.2450882342634717,219
635,240.79520599675706,-15,-3.2450882342634717,215
620,237.55011776249358,-15,-3.2450882342634717,212
605,234.3050295282301,-15,-3.2450882342634717,208
590,231.05994129396663,-15,-3.2450882342634717,202
575,227.81485305970315,-15,-3.2450882342634717,198
560,224.56976482543968,-15,-3.2450882342634717,195
545,221.3246765911762,-15,-3.2450882342634717,190
530,218.07958835691272,-15,-3.2450882342634717,187
515,214.83450012264925,-15,-3.2450882342634717,184
500,211.58941188838577,-15,-3.2450882342634717,179
485,208.3443236541223,-15,-3.2450882342634717,177
470,205.09923541985881,-15,-3.2450882342634717,172
455,201.85414718559534,-15,-3.2450882342634717,169
440,198.60905895133186,-15,-3.2450882342634717,163
425,195.36397071706838,-15,-3.2450882342634717,160
410,192.1188824828049,-15,-3.2450882342634717,158
395,188.87379424854143,-15,-3.2450882342634717,155
380,185.62870601427795,-15,-3.2450882342634717,152
365,182.38361778001448,-15,-3.2450882342634717,149
350,179.138529545751,-15,-3.2450882342634717,147
335,175.89344131148752,-15,-3.2450882342634717,146
320,172.64835307722404,-15,-3.2450882342634717,143
305,169.40326484296057,-15,-3.2450882342634717,142
290,166.1581766086971,-15,-3.2450882342634717,140
275,162.9130883744336,-15,-3.2450882342634717,138
260,159.66800014017014,-15,-3.2450882342634717,137
245,156.42291190590666,-15,-3.2450882342634717,135
230,153.17782367164318,-15,-3.2450882342634717,132
215,149.9327354373797,-15,-3.2450882342634717,128
200,146.68764720311623,-15,-3.2450882342634717,123
185,143.44255896885275,-15,-3.2450882342634717,113
170,140.19747073458927,-15,-3.2450882342634717,108
155,136.9523825003258,-15,-3.2450882342634717,99
140,133.70729426606232,-15,-3.2450882342634717,93
125,130.46220603179884,-15,-3.2450882342634717,82
110,127.21711779753537,-15,-3.2450882342634717,70
95,123.97202956327189,-15,-3.2450882342634717,60
80,120.72694132900841,-15,-3.2450882342634717,52
65,117.48185309474493,-15,-3.2450882342634717,47
50,114.23676486048146,-15,-3.2450882342634717,41
50,114.23676486048146,15,0.12368489492414324,38
65,114.3604497554056,15,0.12368489492414324,36
80,114.48413465032974,15,0.12368489492414324,34
95,114.60781954525388,15,0.12368489492414324,32
110,114.73150444017801,15,0.12368489492414324,31
125,114.85518933510215,15,0.12368489492414324,30
140,114.97887423002629,15,0.12368489492414324,30
155,115.10255912495043,15,0.12368489492414324,30
170,115.22624401987457,15,0.12368489492414324,30
185,115.34992891479871,15,0.12368489492414324,30
200,115.47361380972285,15,0.12368489492414324,30
215,115.59729870464699,15,0.12368489492414324,30
230,115.72098359957113,15,0.12368489492414324,30
245,115.84466849449527,15,0.12368489492414324,30
260,115.9683533894194,15,0.12368489492414324,30
275,116.09203828434354,15,0.12368489492414324,30
290,116.21572317926768,15,0.12368489492414324,30
305,116.33940807419182,15,0.12368489492414324,30
320,116.46309296911596,15,0.12368489492414324,30
335,116.5867778640401,15,0.12368489492414324,30
350,116.71046275896424,15,0.12368489492414324,30
365,116.83414765388838,15,0.12368489492414324,30
380,116.95783254881252,15,0.12368489492414324,30
395,117.08151744373666,15,0.12368489492414324,30
410,117.2052023386608,15,0.12368489492414324,30
425,117.32888723358494,15,0.12368489492414324,30
440,117.45257212850908,15,0.12368489492414324,30
455,117.57625702343321,15,0.12368489492414324,30
470,117.69994191835735,15,0.12368489492414324,30
485,117.82362681328149,15,0.12368489492414324,30
500,117.94731170820563,15,0.12368489492414324,30
515,118.07099660312977,15,0.12368489492414324,30
530,118.19468149805391,15,0.12368489492414324,30
545,118.31836639297805,15,0.12368489492414324,30
560,118.44205128790219,15,0.12368489492414324,30
575,118.56573618282633,15,0.12368489492414324,30
590,118.68942107775047,15,0.12368489492414324,30
605,118.8131059726746,15,0.12368489492414324,30
620,118.93679086759875,15,0.12368489492414324,30
635,119.06047576252288,15,0.12368489492414324,30
650,119.18416065744702,15,0.12368489492414324,30
665,119.30784555237116,15,0.12368489492414324,30
680,119.4315304472953,15,0.12368489492414324,30
695,119.55521534221944,15,0.12368489492414324,30
710,119.67890023714358,15,0.12368489492414324,30
725,119.80258513206772,15,0.12368489492414324,30
740,119.92627002699186,15,0.12368489492414324,30
755,120.049954921916,15,0.12368489492414324,30
770,120.17363981684014,15,0.12368489492414324,30
785,120.29732471176428,15,0.12368489492414324,30
800,120.42100960668841,15,0.12368489492414324,30
815,120.54469450161255,15,0.12368489492414324,30
830,120.6683793965367,15,0.12368489492414324,30
845,120.79206429146083,15,0.12368489492414324,30
860,120.91574918638497,15,0.12368489492414324,30
875,121.03943408130911,15,0.12368489492414324,30
890,121.16311897623325,15,0.12368489492414324,30
905,121.28680387115739,15,0.12368489492414324,30
920,121.41048876608153,15,0.12368489492414324,30
935,121.53417366100567,15,0.12368489492414324,30
950,121.6578585559298,15,0.12368489492414324,30
965,121.78154345085395,15,0.12368489492414324,30
980,121.90522834577808,15,0.12368489492414324,30
995,122.02891324070222,15,0.12368489492414324,30
1010,122.15259813562636,15,0.12368489492414324,30
1025,122.2762830305505,15,0.12368489492414324,30
1040,122.39996792547464,15,0.12368489492414324,30
1055,122.52365282039878,15,0.12368489492414324,30
1070,122.64733771532292,15,0.12368489492414324,30
1085,122.77102261024706,15,0.12368489492414324,30
1100,122.8947075051712,15,0.12368489492414324,30
1115,123.01839240009534,15,0.12368489492414324,30
1130,123.14207729501948,15,0.12368489492414324,30
1145,123.26576218994362,15,0.12368489492414324,30
1160,123.38944708486775,15,0.12368489492414324,30
1175,123.5131319797919,15,0.12368489492414324,30
1190,123.63681687471603,15,0.12368489492414324,30
1205,123.76050176964017,15,0.12368489492414324,30
1220,123.88418666456431,15,0.12368489492414324,30
1235,124.00787155948845,15,0.12368489492414324,30
1250,124.13155645441259,15,0.12368489492414324,30
1265,124.25524134933673,15,0.12368489492414324,30
1280,124.37892624426087,15,0.12368489492414324,30
1295,124.502611139185,15,0.12368489492414324,30
1310,124.62629603410915,15,0.12368489492414324,30
1325,124.74998092903328,15,0.12368489492414324,30
1325,124.74998092903328,-15,0.12368489492414324,30
1310,124.87366582395742,-15,0.12368489492414324,30
1295,124.99735071888156,-15,0.12368489492414324,30
1280,125.1210356138057,-15,0.12368489492414324,30
1265,125.24472050872984,-15,0.12368489492414324,30
1250,125.36840540365398,-15,0.12368489492414324,30
1235,125.49209029857812,-15,0.12368489492414324,30
1220,125.61577519350226,-15,0.12368489492414324,30
1205,125.7394600884264,-15,0.12368489492414324,30
1190,125.86314498335054,-15,0.12368489492414324,30
1175,125.98682987827468,-15,0.12368489492414324,30
1160,126.11051477319882,-15,0.12368489492414324,30
1145,126.23419966812295,-15,0.12368489492414324,30
1130,126.3578845630471,-15,0.12368489492414324,30
1115,126.48156945797123,-15,0.12368489492414324,30
1100,126.60525435289537,-15,0.12368489492414324,30
1085,126.72893924781951,-15,0.12368489492414324,30
1070,126.85262414274365,-15,0.12368489492414324,30
1055,126.97630903766779,-15,0.12368489492414324,30
1040,127.09999393259193,-15,0.12368489492414324,30
1025,127.22367882751607,-15,0.12368489492414324,30
1010,127.3473637224402,-15,0.12368489492414324,30
995,127.47104861736435,-15,0.12368489492414324,30
980,127.59473351228849,-15,0.12368489492414324,30
965,127.71841840721262,-15,0.12368489492414324,30
950,127.84210330213676,-15,0.12368489492414324,30
935,127.9657881970609,-15,0.12368489492414324,30
920,128.08947309198504,-15,0.12368489492414324,30
905,128.21315798690918,-15,0.12368489492414324,30
890,128.33684288183332,-15,0.12368489492414324,30
875,128.46052777675746,-15,0.12368489492414324,30
860,128.5842126716816,-15,0.12368489492414324,30
845,128.70789756660574,-15,0.12368489492414324,30
830,128.83158246152988,-15,0.12368489492414324,30
815,128.95526735645402,-15,0.12368489492414324,30
800,129.07895225137815,-15,0.12368489492414324,30
785,129.2026371463023,-15,0.12368489492414324,30
770,129.32632204122643,-15,0.12368489492414324,30
755,129.45000693615057,-15,0.12368489492414324,30
740,129.5736918310747,-15,0.12368489492414324,30
725,129.69737672599885,-15,0.12368489492414324,30
710,129.821061620923,-15,0.12368489492414324,30
695,129.94474651584713,-15,0.12368489492414324,30
680,130.06843141077127,-15,0.12368489492414324,30
665,130.1921163056954,-15,0.12368489492414324,30
650,130.31580120061955,-15,0.12368489492414324,30
635,130.43948609554369,-15,0.12368489492414324,30
620,130.56317099046782,-15,0.12368489492414324,30
605,130.68685588539196,-15,0.12368489492414324,30
590,130.8105407803161,-15,0.12368489492414324,30
575,130.93422567524024,-15,0.12368489492414324,30
560,131.05791057016438,-15,0.12368489492414324,30
545,131.18159546508852,-15,0.12368489492414324,30
530,131.30528036001266,-15,0.12368489492414324,30
515,131.4289652549368,-15,0.12368489492414324,30
500,131.55265014986094,-15,0.12368489492414324,30
485,131.67633504478508,-15,0.12368489492414324,30
470,131.80001993970922,-15,0.12368489492414324,30
455,131.92370483463336,-15,0.12368489492414324,31
440,132.0473897295575,-15,0.12368489492414324,33
425,132.17107462448163,-15,0.12368489492414324,34
410,132.29475951940577,-15,0.12368489492414324,36
395,132.4184444143299,-15,0.12368489492414324,38
380,132.54212930925405,-15,0.12368489492414324,40
365,132.6658142041782,-15,0.12368489492414324,41
350,132.78949909910233,-15,0.12368489492414324,44
335,132.91318399402647,-15,0.12368489492414324,44
320,133.0368688889506,-15,0.12368489492414324,45
305,133.16055378387475,-15,0.12368489492414324,47
290,133.28423867879889,-15,0.12368489492414324,48
275,133.40792357372302,-15,0.12368489492414324,49
260,133.53160846864716,-15,0.12368489492414324,51
245,133.6552933635713,-15,0.12368489492414324,51
230,133.77897825849544,-15,0.12368489492414324,53
215,133.90266315341958,-15,0.12368489492414324,54
200,134.02634804834372,-15,0.12368489492414324,55
185,134.15003294326786,-15,0.12368489492414324,56
170,134.273717838192,-15,0.12368489492414324,57
155,134.39740273311614,-15,0.12368489492414324,59
140,134.52108762804028,-15,0.12368489492414324,60
125,134.64477252296442,-15,0.12368489492414324,60
110,134.76845741788856,-15,0.12368489492414324,61
95,134.8921423128127,-15,0.12368489492414324,61
80,135.01582720773683,-15,0.12368489492414324,61
65,135.13951210266097,-15,0.12368489492414324,61
50,135.2631969975851,-15,0.12368489492414324,61
50,135.2631969975851,15,-0.07368207808119147,61
65,135.18951491950392,15,-0.07368207808119147,61
80,135.11583284142273,15,-0.07368207808119147,60
95,135.04215076334154,15,-0.07368207808119147,59
110,134.96846868526035,15,-0.07368207808119147,58
125,134.89478660717916,15,-0.07368207808119147,58
140,134.82110452909797,15,-0.07368207808119147,58
155,134.74742245101677,15,-0.07368207808119147,58
170,134.67374037293558,15,-0.07368207808119147,58
185,134.6000582948544,15,-0.07368207808119147,58
200,134.5263762167732,15,-0.07368207808119147,58
215,134.452694138692,15,-0.07368207808119147,58
230,134.37901206061082,15,-0.07368207808119147,58
245,134.30532998252963,15,-0.07368207808119147,58
260,134.23164790444844,15,-0.07368207808119147,58
275,134.15796582636725,15,-0.07368207808119147,58
290,134.08428374828605,15,-0.07368207808119147,58
305,134.01060167020486,15,-0.07368207808119147,58
320,133.93691959212367,15,-0.07368207808119147,58
335,133.86323751404248,15,-0.07368207808119147,58
350,133.7895554359613,15,-0.07368207808119147,58
365,133.7158733578801,15,-0.07368207808119147,58
380,133.6421912797989,15,-0.07368207808119147,58
395,133.56850920171772,15,-0.07368207808119147,58
410,133.49482712363653,15,-0.07368207808119147,58
425,133.42114504555533,15,-0.07368207808119147,58
440,133.34746296747414,15,-0.07368207808119147,58
455,133.27378088939295,15,-0.07368207808119147,58
470,133.20009881131176,15,-0.07368207808119147,58
485,133.12641673323057,15,-0.07368207808119147,58
500,133.05273465514938,15,-0.07368207808119147,58
515,132.9790525770682,15,-0.07368207808119147,58
530,132.905370498987,15,-0.07368207808119147,58
545,132.8316884209058,15,-0.07368207808119147,58
560,132.75800634282461,15,-0.07368207808119147,58
575,132.68432426474342,15,-0.07368207808119147,58
590,132.61064218666223,15,-0.07368207808119147,58
605,132.53696010858104,15,-0.07368207808119147,58
620,132.46327803049985,15,-0.07368207808119147,58
635,132.38959595241866,15,-0.07368207808119147,58
650,132.31591387433747,15,-0.07368207808119147,58
665,132.24223179625628,15,-0.07368207808119147,58
680,132.1685497181751,15,-0.07368207808119147,58
695,132.0948676400939,15,-0.07368207808119147,58
710,132.0211855620127,15,-0.07368207808119147,58
725,131.9475034839315,15,-0.07368207808119147,63
740,131.87382140585032,15,-0.07368207808119147,81
755,131.80013932776913,15,-0.07368207808119147,91
770,131.72645724968794,15,-0.07368207808119147,101
785,131.65277517160675,15,-0.07368207808119147,115
800,131.57909309352556,15,-0.07368207808119147,133
815,131.50541101544437,15,-0.07368207808119147,144
830,131.43172893736318,15,-0.07368207808119147,157
845,131.35804685928198,15,-0.07368207808119147,174
860,131.2843647812008,15,-0.07368207808119147,183
875,131.2106827031196,15,-0.07368207808119147,190
890,131.1370006250384,15,-0.07368207808119147,194
905,131.06331854695722,15,-0.07368207808119147,199
920,130.98963646887603,15,-0.07368207808119147,203
935,130.91595439079484,15,-0.07368207808119147,209
950,130.84227231271365,15,-0.07368207808119147,223
965,130.76859023463246,15,-0.07368207808119147,223
980,130.69490815655126,15,-0.07368207808119147,223
995,130.62122607847007,15,-0.07368207808119147,223
1010,130.54754400038888,15,-0.07368207808119147,223
1025,130.4738619223077,15,-0.07368207808119147,223
1040,130.4001798442265,15,-0.07368207808119147,223
1055,130.3264977661453,15,-0.07368207808119147,223
1070,130.25281568806412,15,-0.07368207808119147,223
1085,130.17913360998293,15,-0.07368207808119147,223
1100,130.10545153190174,15,-0.07368207808119147,223
1115,130.03176945382054,15,-0.07368207808119147,223
1130,129.95808737573935,15,-0.07368207808119147,223
1145,129.88440529765816,15,-0.07368207808119147,223
1160,129.81072321957697,15,-0.07368207808119147,223
1175,129.73704114149578,15,-0.07368207808119147,223
1190,129.6633590634146,15,-0.07368207808119147,223
1205,129.5896769853334,15,-0.07368207808119147,223
1220,129.5159949072522,15,-0.07368207808119147,223
1235,129.44231282917102,15,-0.07368207808119147,223
1250,129.36863075108982,15,-0.07368207808119147,223
1265,129.29494867300863,15,-0.07368207808119147,223
1280,129.22126659492744,15,-0.07368207808119147,223
1295,129.14758451684625,15,-0.07368207808119147,223
1310,129.07390243876506,15,-0.07368207808119147,223
1325,129.00022036068387,15,-0.07368207808119147,223
1325,129.00022036068387,-15,-0.07368207808119147,223
1310,128.92653828260268,-15,-0.07368207808119147,223
1295,128.8528562045215,-15,-0.07368207808119147,223
1280,128.7791741264403,-15,-0.07368207808119147,223
1265,128.7054920483591,-15,-0.07368207808119147,223
1250,128.6318099702779,-15,-0.07368207808119147,223
1235,128.55812789219672,-15,-0.07368207808119147,223
1220,128.48444581411553,-15,-0.07368207808119147,223
1205,128.41076373603434,-15,-0.07368207808119147,223
1190,128.33708165795315,-15,-0.07368207808119147,223
1175,128.26339957987196,-15,-0.07368207808119147,223
1160,128.18971750179077,-15,-0.07368207808119147,223
1145,128.11603542370958,-15,-0.07368207808119147,223
1130,128.04235334562838,-15,-0.07368207808119147,223
1115,127.9686712675472,-15,-0.07368207808119147,223
1100,127.894989189466,-15,-0.07368207808119147,223
1085,127.82130711138481,-15,-0.07368207808119147,223
1070,127.74762503330362,-15,-0.07368207808119147,223
1055,127.67394295522243,-15,-0.07368207808119147,223
1040,127.60026087714124,-15,-0.07368207808119147,223
1025,127.52657879906005,-15,-0.07368207808119147,223
1010,127.45289672097886,-15,-0.07368207808119147,223
995,127.37921464289767,-15,-0.07368207808119147,223
980,127.30553256481647,-15,-0.07368207808119147,223
965,127.23185048673528,-15,-0.07368207808119147,223
950,127.15816840865409,-15,-0.07368207808119147,221
935,127.0844863305729,-15,-0.07368207808119147,210
920,127.01080425249171,-15,-0.07368207808119147,192
905,126.93712217441052,-15,-0.07368207808119147,180
890,126.86344009632933,-15,-0.07368207808119147,165
875,126.78975801824814,-15,-0.07368207808119147,160
860,126.71607594016695,-15,-0.07368207808119147,155
845,126.64239386208575,-15,-0.07368207808119147,153
830,126.56871178400456,-15,-0.07368207808119147,150
815,126.49502970592337,-15,-0.07368207808119147,147
800,126.42134762784218,-15,-0.07368207808119147,145
785,126.34766554976099,-15,-0.07368207808119147,143
770,126.2739834716798,-15,-0.07368207808119147,140
755,126.20030139359861,-15,-0.07368207808119147,139
